STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,MTM_CRSH,MTM_CRSHNAME
6,California,61474,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61475,0,1,2,Failure to Yield Right-Of-Way
6,California,61476,0,1,21,Other (Specify:)
6,California,61480,0,1,11,Dash
6,California,61480,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61481,0,1,2,Failure to Yield Right-Of-Way
6,California,61484,0,1,0,None Noted
6,California,61495,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61495,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61496,0,1,2,Failure to Yield Right-Of-Way
6,California,61496,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61496,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61501,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61513,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61521,0,1,0,None Noted
6,California,61522,0,1,0,None Noted
6,California,61523,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61525,0,1,99,Unknown
6,California,61536,0,1,2,Failure to Yield Right-Of-Way
6,California,61537,0,1,2,Failure to Yield Right-Of-Way
6,California,61537,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61538,0,1,2,Failure to Yield Right-Of-Way
6,California,61538,0,2,2,Failure to Yield Right-Of-Way
6,California,61546,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61553,0,1,2,Failure to Yield Right-Of-Way
6,California,61553,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61558,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61562,0,1,2,Failure to Yield Right-Of-Way
6,California,61562,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61562,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61566,0,1,11,Dash
6,California,61566,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61566,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61566,0,2,11,Dash
6,California,61566,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61568,0,1,2,Failure to Yield Right-Of-Way
6,California,61568,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61570,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61575,0,1,2,Failure to Yield Right-Of-Way
6,California,61575,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61576,0,1,2,Failure to Yield Right-Of-Way
6,California,61577,0,1,0,None Noted
6,California,61578,0,1,0,None Noted
6,California,61579,0,1,99,Unknown
6,California,61580,0,1,7,Improper Turn/Merge
6,California,61582,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61587,0,1,2,Failure to Yield Right-Of-Way
6,California,61587,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61588,0,1,99,Unknown
6,California,61589,0,1,0,None Noted
6,California,61596,0,1,0,None Noted
6,California,61600,0,1,2,Failure to Yield Right-Of-Way
6,California,61602,0,1,0,None Noted
6,California,61606,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61609,0,1,0,None Noted
6,California,61609,0,2,0,None Noted
6,California,61610,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61615,0,1,2,Failure to Yield Right-Of-Way
6,California,61619,0,1,2,Failure to Yield Right-Of-Way
6,California,61621,0,1,2,Failure to Yield Right-Of-Way
6,California,61622,0,1,99,Unknown
6,California,61623,0,1,21,Other (Specify:)
6,California,61624,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61631,0,1,0,None Noted
6,California,61637,0,1,2,Failure to Yield Right-Of-Way
6,California,61638,0,1,0,None Noted
6,California,61642,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61642,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61645,0,1,2,Failure to Yield Right-Of-Way
6,California,61645,0,1,9,Wrong-Way Riding or Walking
6,California,61645,0,1,14,Operating Without Required Equipment
6,California,61647,0,1,2,Failure to Yield Right-Of-Way
6,California,61647,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61647,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61647,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61648,0,1,0,None Noted
6,California,61651,0,1,2,Failure to Yield Right-Of-Way
6,California,61651,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61652,0,1,0,None Noted
6,California,61654,0,1,0,None Noted
6,California,61655,0,1,2,Failure to Yield Right-Of-Way
6,California,61655,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61656,0,1,0,None Noted
6,California,61660,0,1,0,None Noted
6,California,61660,0,2,0,None Noted
6,California,61662,0,1,2,Failure to Yield Right-Of-Way
6,California,61662,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61662,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61666,0,1,0,None Noted
6,California,61667,0,1,2,Failure to Yield Right-Of-Way
6,California,61672,0,1,13,Failing to Have Lights on When Required
6,California,61672,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,61676,0,1,0,None Noted
6,California,61677,0,1,2,Failure to Yield Right-Of-Way
6,California,61677,0,1,14,Operating Without Required Equipment
6,California,61677,0,1,15,Improper or Erratic Lane Changing
6,California,61677,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61682,0,1,2,Failure to Yield Right-Of-Way
6,California,61684,0,1,2,Failure to Yield Right-Of-Way
6,California,61684,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,61687,0,1,5,Entering/Exiting Parked or Stopped Vehicle
6,California,61688,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61691,0,1,0,None Noted
6,California,61692,0,1,2,Failure to Yield Right-Of-Way
6,California,61692,0,1,11,Dash
6,California,61694,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61694,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,61698,0,1,2,Failure to Yield Right-Of-Way
6,California,61698,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61699,0,1,17,Making Improper Entry to or Exit From Trafficway
6,California,61706,0,1,9,Wrong-Way Riding or Walking
6,California,61706,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61707,0,1,0,None Noted
6,California,61708,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61708,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61711,0,1,2,Failure to Yield Right-Of-Way
6,California,61711,0,1,11,Dash
6,California,61712,0,1,11,Dash
6,California,61712,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61716,0,1,2,Failure to Yield Right-Of-Way
6,California,61734,0,1,0,None Noted
6,California,61742,0,1,2,Failure to Yield Right-Of-Way
6,California,61743,0,1,5,Entering/Exiting Parked or Stopped Vehicle
6,California,61743,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61760,0,1,0,None Noted
6,California,61762,0,1,99,Unknown
6,California,61764,0,1,0,None Noted
6,California,61764,0,2,0,None Noted
6,California,61767,0,1,0,None Noted
6,California,61769,0,1,7,Improper Turn/Merge
6,California,61770,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61770,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61775,0,1,2,Failure to Yield Right-Of-Way
6,California,61778,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61778,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61801,0,1,0,None Noted
6,California,61802,0,1,2,Failure to Yield Right-Of-Way
6,California,61808,0,1,2,Failure to Yield Right-Of-Way
6,California,61811,0,1,0,None Noted
6,California,61814,0,1,0,None Noted
6,California,61816,0,1,2,Failure to Yield Right-Of-Way
6,California,61825,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61825,0,1,11,Dash
6,California,61838,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61838,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61840,0,1,2,Failure to Yield Right-Of-Way
6,California,61840,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61843,0,1,0,None Noted
6,California,61845,0,1,2,Failure to Yield Right-Of-Way
6,California,61845,0,1,11,Dash
6,California,61852,0,1,11,Dash
6,California,61852,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61854,0,1,2,Failure to Yield Right-Of-Way
6,California,61854,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61855,0,1,1,Dart-Out
6,California,61855,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61859,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61861,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61886,0,1,21,Other (Specify:)
6,California,61891,0,1,2,Failure to Yield Right-Of-Way
6,California,61893,0,1,2,Failure to Yield Right-Of-Way
6,California,61893,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61893,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61897,0,1,2,Failure to Yield Right-Of-Way
6,California,61905,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61906,0,1,0,None Noted
6,California,61907,0,1,2,Failure to Yield Right-Of-Way
6,California,61907,0,2,0,None Noted
6,California,61909,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,61910,0,1,0,None Noted
6,California,61911,0,1,2,Failure to Yield Right-Of-Way
6,California,61912,0,1,2,Failure to Yield Right-Of-Way
6,California,61912,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,61914,0,1,2,Failure to Yield Right-Of-Way
6,California,61914,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61916,0,1,2,Failure to Yield Right-Of-Way
6,California,61916,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61924,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61924,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61927,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61927,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61932,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61932,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61941,0,1,99,Unknown
6,California,61942,0,1,0,None Noted
6,California,61944,0,1,2,Failure to Yield Right-Of-Way
6,California,61944,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61944,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61945,0,1,0,None Noted
6,California,61948,0,1,2,Failure to Yield Right-Of-Way
6,California,61948,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61950,0,1,0,None Noted
6,California,61950,0,2,0,None Noted
6,California,61959,0,1,0,None Noted
6,California,61960,0,1,2,Failure to Yield Right-Of-Way
6,California,61962,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61964,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61964,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61967,0,1,2,Failure to Yield Right-Of-Way
6,California,61973,0,1,2,Failure to Yield Right-Of-Way
6,California,61973,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61974,0,1,2,Failure to Yield Right-Of-Way
6,California,61974,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61974,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61978,0,1,2,Failure to Yield Right-Of-Way
6,California,61978,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61978,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61980,0,1,0,None Noted
6,California,61982,0,1,0,None Noted
6,California,61983,0,1,0,None Noted
6,California,61993,0,1,0,None Noted
6,California,62002,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62003,0,1,2,Failure to Yield Right-Of-Way
6,California,62007,0,1,2,Failure to Yield Right-Of-Way
6,California,62007,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62010,0,1,0,None Noted
6,California,62011,0,1,0,None Noted
6,California,62011,0,2,0,None Noted
6,California,62011,0,3,0,None Noted
6,California,62016,0,1,2,Failure to Yield Right-Of-Way
6,California,62016,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62034,0,1,2,Failure to Yield Right-Of-Way
6,California,62034,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62036,0,1,2,Failure to Yield Right-Of-Way
6,California,62037,0,1,0,None Noted
6,California,62038,0,1,2,Failure to Yield Right-Of-Way
6,California,62040,0,1,2,Failure to Yield Right-Of-Way
6,California,62044,0,1,0,None Noted
6,California,62047,0,1,2,Failure to Yield Right-Of-Way
6,California,62047,0,1,13,Failing to Have Lights on When Required
6,California,62049,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62050,0,1,0,None Noted
6,California,62051,0,1,2,Failure to Yield Right-Of-Way
6,California,62051,0,1,11,Dash
6,California,62057,0,1,2,Failure to Yield Right-Of-Way
6,California,62059,0,1,0,None Noted
6,California,62060,0,1,0,None Noted
6,California,62061,0,1,2,Failure to Yield Right-Of-Way
6,California,62065,0,1,14,Operating Without Required Equipment
6,California,62065,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,62065,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62067,0,1,2,Failure to Yield Right-Of-Way
6,California,62067,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62071,0,1,2,Failure to Yield Right-Of-Way
6,California,62071,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62082,0,1,2,Failure to Yield Right-Of-Way
6,California,62085,0,1,0,None Noted
6,California,62086,0,1,0,None Noted
6,California,62086,0,2,0,None Noted
6,California,62088,0,1,2,Failure to Yield Right-Of-Way
6,California,62091,0,1,2,Failure to Yield Right-Of-Way
6,California,62092,0,1,0,None Noted
6,California,62098,0,1,0,None Noted
6,California,62101,0,1,2,Failure to Yield Right-Of-Way
6,California,62101,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62101,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62104,0,1,9,Wrong-Way Riding or Walking
6,California,62104,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62112,0,1,2,Failure to Yield Right-Of-Way
6,California,62114,0,1,0,None Noted
6,California,62115,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62115,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62127,0,1,0,None Noted
6,California,62132,0,1,0,None Noted
6,California,62133,0,1,2,Failure to Yield Right-Of-Way
6,California,62134,0,1,0,None Noted
6,California,62137,0,1,0,None Noted
6,California,62137,0,2,0,None Noted
6,California,62141,0,1,0,None Noted
6,California,62141,0,2,0,None Noted
6,California,62145,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62150,0,1,0,None Noted
6,California,62151,0,1,0,None Noted
6,California,62152,0,1,0,None Noted
6,California,62153,0,1,2,Failure to Yield Right-Of-Way
6,California,62153,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62156,0,1,2,Failure to Yield Right-Of-Way
6,California,62157,0,1,2,Failure to Yield Right-Of-Way
6,California,62159,0,1,2,Failure to Yield Right-Of-Way
6,California,62172,0,1,2,Failure to Yield Right-Of-Way
6,California,62178,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62180,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62180,0,1,21,Other (Specify:)
6,California,62189,0,1,2,Failure to Yield Right-Of-Way
6,California,62189,0,1,11,Dash
6,California,62189,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62190,0,1,2,Failure to Yield Right-Of-Way
6,California,62190,0,1,11,Dash
6,California,62190,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62190,0,2,2,Failure to Yield Right-Of-Way
6,California,62190,0,2,11,Dash
6,California,62190,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62192,0,1,6,"Inattentive (Talking, Eating, Etc.)"
6,California,62195,0,1,2,Failure to Yield Right-Of-Way
6,California,62196,0,1,2,Failure to Yield Right-Of-Way
6,California,62196,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62197,0,1,2,Failure to Yield Right-Of-Way
6,California,62198,0,1,0,None Noted
6,California,62203,0,1,0,None Noted
6,California,62204,0,1,0,None Noted
6,California,62204,0,2,0,None Noted
6,California,62206,0,1,0,None Noted
6,California,62208,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,62210,0,1,2,Failure to Yield Right-Of-Way
6,California,62210,0,1,11,Dash
6,California,62211,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62211,0,1,11,Dash
6,California,62213,0,1,2,Failure to Yield Right-Of-Way
6,California,62213,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62213,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62217,0,1,2,Failure to Yield Right-Of-Way
6,California,62217,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62221,0,1,2,Failure to Yield Right-Of-Way
6,California,62225,0,1,0,None Noted
6,California,62227,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62228,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62236,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62236,0,1,11,Dash
6,California,62237,0,1,2,Failure to Yield Right-Of-Way
6,California,62237,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62241,0,1,0,None Noted
6,California,62242,0,1,0,None Noted
6,California,62243,0,1,2,Failure to Yield Right-Of-Way
6,California,62244,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62246,0,1,2,Failure to Yield Right-Of-Way
6,California,62247,0,1,2,Failure to Yield Right-Of-Way
6,California,62247,0,1,11,Dash
6,California,62250,0,1,2,Failure to Yield Right-Of-Way
6,California,62251,0,1,2,Failure to Yield Right-Of-Way
6,California,62258,0,1,0,None Noted
6,California,62264,0,1,2,Failure to Yield Right-Of-Way
6,California,62264,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62264,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62264,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62272,0,1,2,Failure to Yield Right-Of-Way
6,California,62272,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62273,0,1,2,Failure to Yield Right-Of-Way
6,California,62273,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62276,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62277,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62279,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62279,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62283,0,1,0,None Noted
6,California,62284,0,1,2,Failure to Yield Right-Of-Way
6,California,62284,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62285,0,1,0,None Noted
6,California,62300,0,1,99,Unknown
6,California,62301,0,1,0,None Noted
6,California,62306,0,1,0,None Noted
6,California,62307,0,1,2,Failure to Yield Right-Of-Way
6,California,62307,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62308,0,1,2,Failure to Yield Right-Of-Way
6,California,62308,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62311,0,1,14,Operating Without Required Equipment
6,California,62312,0,1,0,None Noted
6,California,62313,0,1,2,Failure to Yield Right-Of-Way
6,California,62314,0,1,2,Failure to Yield Right-Of-Way
6,California,62314,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62319,0,1,0,None Noted
6,California,62320,0,1,2,Failure to Yield Right-Of-Way
6,California,62320,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62321,0,1,2,Failure to Yield Right-Of-Way
6,California,62321,0,2,2,Failure to Yield Right-Of-Way
6,California,62325,0,1,0,None Noted
6,California,62325,0,2,0,None Noted
6,California,62326,0,1,2,Failure to Yield Right-Of-Way
6,California,62326,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62328,0,1,2,Failure to Yield Right-Of-Way
6,California,62328,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62334,0,1,2,Failure to Yield Right-Of-Way
6,California,62334,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62338,0,1,2,Failure to Yield Right-Of-Way
6,California,62338,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62339,0,1,2,Failure to Yield Right-Of-Way
6,California,62341,0,1,0,None Noted
6,California,62343,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62347,0,1,0,None Noted
6,California,62350,0,1,2,Failure to Yield Right-Of-Way
6,California,62352,0,1,2,Failure to Yield Right-Of-Way
6,California,62355,0,1,2,Failure to Yield Right-Of-Way
6,California,62356,0,1,2,Failure to Yield Right-Of-Way
6,California,62356,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62357,0,1,2,Failure to Yield Right-Of-Way
6,California,62357,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62366,0,1,2,Failure to Yield Right-Of-Way
6,California,62366,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62366,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62382,0,1,0,None Noted
6,California,62384,0,1,0,None Noted
6,California,62385,0,1,0,None Noted
6,California,62387,0,1,0,None Noted
6,California,62387,0,2,0,None Noted
6,California,62390,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62390,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62404,0,1,11,Dash
6,California,62406,0,1,2,Failure to Yield Right-Of-Way
6,California,62412,0,1,0,None Noted
6,California,62414,0,1,2,Failure to Yield Right-Of-Way
6,California,62414,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62416,0,1,0,None Noted
6,California,62419,0,1,2,Failure to Yield Right-Of-Way
6,California,62419,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62420,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62421,0,1,2,Failure to Yield Right-Of-Way
6,California,62421,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62425,0,1,2,Failure to Yield Right-Of-Way
6,California,62428,0,1,2,Failure to Yield Right-Of-Way
6,California,62430,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62431,0,1,2,Failure to Yield Right-Of-Way
6,California,62431,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62432,0,1,2,Failure to Yield Right-Of-Way
6,California,62432,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62434,0,1,0,None Noted
6,California,62436,0,1,2,Failure to Yield Right-Of-Way
6,California,62436,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62436,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62437,0,1,2,Failure to Yield Right-Of-Way
6,California,62437,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62439,0,1,0,None Noted
6,California,62443,0,1,0,None Noted
6,California,62445,0,1,2,Failure to Yield Right-Of-Way
6,California,62445,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62446,0,1,2,Failure to Yield Right-Of-Way
6,California,62446,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62447,0,1,2,Failure to Yield Right-Of-Way
6,California,62447,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62448,0,1,2,Failure to Yield Right-Of-Way
6,California,62449,0,1,2,Failure to Yield Right-Of-Way
6,California,62449,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62449,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62450,0,1,99,Unknown
6,California,62454,0,1,0,None Noted
6,California,62455,0,1,14,Operating Without Required Equipment
6,California,62457,0,1,0,None Noted
6,California,62462,0,1,0,None Noted
6,California,62464,0,1,2,Failure to Yield Right-Of-Way
6,California,62465,0,1,2,Failure to Yield Right-Of-Way
6,California,62465,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62465,0,1,11,Dash
6,California,62466,0,1,2,Failure to Yield Right-Of-Way
6,California,62467,0,1,99,Unknown
6,California,62475,0,1,2,Failure to Yield Right-Of-Way
6,California,62479,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62479,0,1,21,Other (Specify:)
6,California,62484,0,1,21,Other (Specify:)
6,California,62484,0,2,21,Other (Specify:)
6,California,62484,0,3,21,Other (Specify:)
6,California,62491,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62491,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62493,0,1,2,Failure to Yield Right-Of-Way
6,California,62493,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62497,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62504,0,1,0,None Noted
6,California,62508,0,1,2,Failure to Yield Right-Of-Way
6,California,62508,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62510,0,1,2,Failure to Yield Right-Of-Way
6,California,62510,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62515,0,1,0,None Noted
6,California,62516,0,1,0,None Noted
6,California,62517,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62518,0,1,0,None Noted
6,California,62520,0,1,2,Failure to Yield Right-Of-Way
6,California,62520,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62524,0,1,2,Failure to Yield Right-Of-Way
6,California,62524,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62528,0,1,0,None Noted
6,California,62530,0,1,0,None Noted
6,California,62533,0,1,2,Failure to Yield Right-Of-Way
6,California,62533,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62534,0,1,2,Failure to Yield Right-Of-Way
6,California,62534,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62535,0,1,2,Failure to Yield Right-Of-Way
