STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,PBPTYPE,PBPTYPENAME,PBAGE,PBAGENAME,PBSEX,PBSEXNAME,PBCWALK,PBCWALKNAME,PBSWALK,PBSWALKNAME,PBSZONE,PBSZONENAME,PEDCTYPE,PEDCTYPENAME,BIKECTYPE,BIKECTYPENAME,PEDLOC,PEDLOCNAME,BIKELOC,BIKELOCNAME,PEDPOS,PEDPOSNAME,BIKEPOS,BIKEPOSNAME,PEDDIR,PEDDIRNAME,BIKEDIR,BIKEDIRNAME,MOTDIR,MOTDIRNAME,MOTMAN,MOTMANNAME,PEDLEG,PEDLEGNAME,PEDSNR,PEDSNRNAME,PEDCGP,PEDCGPNAME,BIKECGP,BIKECGPNAME
6,California,60432,0,1,5,Pedestrian,27,27 Years,1,Male,1,Yes,1,Yes,0,None Noted,410,Walking/Running Along Roadway With Traffic - From Behind,0,Not a Cyclist,2,Intersection-Related,7,Not a Cyclist,4,Paved Shoulder / Bicycle Lane / Parking Lane,7,Not a Cyclist,9,Not Derived/Unknown Initial Direction of Travel,7,Not a Cyclist,3,Southbound,3,Straight through,2,Farside,4c,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown",400,Walking/Running Along Roadway,0,Not a Cyclist
6,California,60433,0,1,6,Bicyclist,43,43 Years,2,Female,0,None Noted,1,Yes,0,None Noted,0,Not a Pedestrian,221,Bicyclist Left Turn - Same Direction,7,Not a Pedestrian,3,Not At Intersection,77,Not a Pedestrian,1,Travel Lane,7,Not a Pedestrian,1,With Traffic,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,0,Not a Pedestrian,220,Bicyclist Left Turn / Merge
6,California,60434,0,1,5,Pedestrian,83,83 Years,1,Male,1,Yes,1,Yes,0,None Noted,781,Motorist Left Turn - Parallel Paths,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,3,Southbound,7,Not a Cyclist,1,Northbound,1,Left Turn,2,Farside,11b,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction opposite motorist’s",790,Crossing Roadway - Vehicle Turning,0,Not a Cyclist
6,California,60435,0,1,6,Bicyclist,15,15 Years,1,Male,1,Yes,1,Yes,0,None Noted,0,Not a Pedestrian,155,Bicyclist Ride Through - Signalized Intersection,7,Not a Pedestrian,1,At Intersection,77,Not a Pedestrian,3,Sidewalk  / Crosswalk / Driveway Access,7,Not a Pedestrian,3,Not applicable,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,0,Not a Pedestrian,158,Bicyclist Failed to Yield - Signalized Intersection
6,California,60438,0,1,5,Pedestrian,24,24 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60438,0,2,5,Pedestrian,23,23 Years,2,Female,0,None Noted,0,None Noted,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60439,0,1,5,Pedestrian,64,64 Years,1,Male,0,None Noted,1,Yes,0,None Noted,730,Trapped,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,1,Northbound,7,Not a Cyclist,2,Eastbound,3,Straight through,2,Farside,3b,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",720,Multiple Threat / Trapped,0,Not a Cyclist
6,California,60441,0,1,5,Pedestrian,47,47 Years,2,Female,1,Yes,1,Yes,0,None Noted,770,Motorist Failed to Yield,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,3,Southbound,7,Not a Cyclist,4,Westbound,3,Straight through,2,Farside,3b,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60443,0,1,5,Pedestrian,38,38 Years,2,Female,0,None Noted,0,None Noted,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60449,0,1,5,Pedestrian,77,77 Years,1,Male,0,None Noted,1,Yes,0,None Noted,741,Dash,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,740,Dash / Dart-Out,0,Not a Cyclist
6,California,60451,0,1,5,Pedestrian,78,78 Years,1,Male,0,None Noted,1,Yes,0,None Noted,770,Motorist Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60453,0,1,5,Pedestrian,27,27 Years,2,Female,0,None Noted,0,None Noted,0,None Noted,140,Vehicle-Vehicle / Object,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,100,Unusual Circumstances,0,Not a Cyclist
6,California,60454,0,1,5,Pedestrian,52,52 Years,1,Male,1,Yes,1,Yes,0,None Noted,791,Motorist Right Turn - Parallel Paths,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,1,Northbound,7,Not a Cyclist,1,Northbound,2,Right Turn,2,Farside,7a,"Motorist turning right - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction same as motorist’s",790,Crossing Roadway - Vehicle Turning,0,Not a Cyclist
6,California,60455,0,1,5,Pedestrian,57,57 Years,1,Male,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60459,0,1,5,Pedestrian,37,37 Years,2,Female,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60462,0,1,5,Pedestrian,50,50 Years,1,Male,1,Yes,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,1,Northbound,7,Not a Cyclist,2,Eastbound,3,Straight through,2,Farside,3b,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60463,0,1,5,Pedestrian,47,47 Years,2,Female,0,None Noted,1,Yes,0,None Noted,795,Motorist Right Turn - Perpendicular Paths,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,2,Eastbound,7,Not a Cyclist,3,Southbound,2,Right Turn,1,Nearside,5b,"Motorist turning right - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",790,Crossing Roadway - Vehicle Turning,0,Not a Cyclist
6,California,60467,0,1,5,Pedestrian,35,35 Years,1,Male,0,None Noted,1,Yes,0,None Noted,890,Non-Trafficway - Other / Unknown,0,Not a Cyclist,4,Non-Trafficway Location,7,Not a Cyclist,8,Non-Trafficway - Parking Lot/Other,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,800,Non-Trafficway,0,Not a Cyclist
6,California,60468,0,1,5,Pedestrian,62,62 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,770,Motorist Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60470,0,1,8,Person on Personal Conveyances,57,57 Years,1,Male,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60474,0,1,5,Pedestrian,56,56 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,910,Crossing an Expressway,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,910,Crossing Expressway,0,Not a Cyclist
6,California,60485,0,1,5,Pedestrian,75,75 Years,1,Male,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60489,0,1,5,Pedestrian,47,47 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,680,Not At Intersection - Other / Unknown,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,9,Other/Unknown,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,990,Other / Unknown - Insufficient Details,0,Not a Cyclist
6,California,60502,0,1,5,Pedestrian,23,23 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,190,Other Unusual Circumstances,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,100,Unusual Circumstances,0,Not a Cyclist
6,California,60510,0,1,8,Person on Personal Conveyances,79,79 Years,1,Male,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60511,0,1,5,Pedestrian,80,80 Years,2,Female,1,Yes,1,Yes,0,None Noted,794,Motorist Right Turn on Red - Perpendicular Paths,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,4,Westbound,7,Not a Cyclist,1,Northbound,2,Right Turn,1,Nearside,5b,"Motorist turning right - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",790,Crossing Roadway - Vehicle Turning,0,Not a Cyclist
6,California,60512,0,1,5,Pedestrian,45,45 Years,2,Female,1,Yes,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,2,Eastbound,7,Not a Cyclist,3,Southbound,3,Straight through,1,Nearside,1b,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60513,0,1,5,Pedestrian,67,67 Years,1,Male,0,None Noted,1,Yes,0,None Noted,890,Non-Trafficway - Other / Unknown,0,Not a Cyclist,4,Non-Trafficway Location,7,Not a Cyclist,8,Non-Trafficway - Parking Lot/Other,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,800,Non-Trafficway,0,Not a Cyclist
6,California,60513,0,2,5,Pedestrian,55,55 Years,2,Female,0,None Noted,1,Yes,0,None Noted,890,Non-Trafficway - Other / Unknown,0,Not a Cyclist,4,Non-Trafficway Location,7,Not a Cyclist,8,Non-Trafficway - Parking Lot/Other,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,800,Non-Trafficway,0,Not a Cyclist
6,California,60517,0,1,5,Pedestrian,24,24 Years,1,Male,0,None Noted,1,Yes,0,None Noted,741,Dash,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,740,Dash / Dart-Out,0,Not a Cyclist
6,California,60517,0,2,5,Pedestrian,60,60 Years,2,Female,0,None Noted,1,Yes,0,None Noted,741,Dash,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,740,Dash / Dart-Out,0,Not a Cyclist
6,California,60519,0,1,5,Pedestrian,57,57 Years,1,Male,0,None Noted,1,Yes,0,None Noted,770,Motorist Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60520,0,1,6,Bicyclist,64,64 Years,1,Male,1,Yes,1,Yes,0,None Noted,0,Not a Pedestrian,221,Bicyclist Left Turn - Same Direction,7,Not a Pedestrian,1,At Intersection,77,Not a Pedestrian,1,Travel Lane,7,Not a Pedestrian,1,With Traffic,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,0,Not a Pedestrian,220,Bicyclist Left Turn / Merge
6,California,60523,0,1,5,Pedestrian,84,84 Years,2,Female,0,None Noted,1,Yes,0,None Noted,742,Dart-Out,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,740,Dash / Dart-Out,0,Not a Cyclist
6,California,60525,0,1,6,Bicyclist,55,55 Years,1,Male,0,None Noted,1,Yes,0,None Noted,0,Not a Pedestrian,232,Motorist Overtaking - Misjudged Space,7,Not a Pedestrian,2,Intersection-Related,77,Not a Pedestrian,1,Travel Lane,7,Not a Pedestrian,1,With Traffic,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,0,Not a Pedestrian,230,Motorist Overtaking Bicyclist
6,California,60526,0,1,5,Pedestrian,44,44 Years,2,Female,0,None Noted,1,Yes,0,None Noted,410,Walking/Running Along Roadway With Traffic - From Behind,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,400,Walking/Running Along Roadway,0,Not a Cyclist
6,California,60526,0,2,5,Pedestrian,49,49 Years,1,Male,0,None Noted,1,Yes,0,None Noted,410,Walking/Running Along Roadway With Traffic - From Behind,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,400,Walking/Running Along Roadway,0,Not a Cyclist
6,California,60526,0,3,5,Pedestrian,18,18 Years,1,Male,0,None Noted,1,Yes,0,None Noted,410,Walking/Running Along Roadway With Traffic - From Behind,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,400,Walking/Running Along Roadway,0,Not a Cyclist
6,California,60526,0,4,5,Pedestrian,15,15 Years,2,Female,0,None Noted,1,Yes,0,None Noted,410,Walking/Running Along Roadway With Traffic - From Behind,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,400,Walking/Running Along Roadway,0,Not a Cyclist
6,California,60528,0,1,5,Pedestrian,81,81 Years,2,Female,0,None Noted,1,Yes,0,None Noted,465,Motorist Exiting Driveway or Alley,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,460,Driveway Access/Driveway Access Related,0,Not a Cyclist
6,California,60529,0,1,8,Person on Personal Conveyances,43,43 Years,2,Female,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60530,0,1,5,Pedestrian,63,63 Years,2,Female,1,Yes,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,2,Intersection-Related,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,3,Southbound,7,Not a Cyclist,4,Westbound,3,Straight through,2,Farside,4b,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorist’s right",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60531,0,1,5,Pedestrian,78,78 Years,2,Female,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60535,0,1,5,Pedestrian,74,74 Years,2,Female,0,None Noted,1,Yes,0,None Noted,795,Motorist Right Turn - Perpendicular Paths,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,1,Intersection Area,7,Not a Cyclist,9,Not Derived/Unknown Initial Direction of Travel,7,Not a Cyclist,4,Westbound,2,Right Turn,9,Unknown/None of the Above,99,Unknown/Insufficient Information,790,Crossing Roadway - Vehicle Turning,0,Not a Cyclist
6,California,60536,0,1,5,Pedestrian,73,73 Years,1,Male,0,None Noted,1,Yes,0,None Noted,160,Pedestrian Loss of Control,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,100,Unusual Circumstances,0,Not a Cyclist
6,California,60537,0,1,5,Pedestrian,55,55 Years,1,Male,0,None Noted,1,Yes,0,None Noted,770,Motorist Failed to Yield,0,Not a Cyclist,2,Intersection-Related,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,4,Westbound,7,Not a Cyclist,1,Northbound,3,Straight through,2,Farside,4b,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorist’s right",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60538,0,1,5,Pedestrian,78,78 Years,2,Female,0,None Noted,1,Yes,1,Yes,465,Motorist Exiting Driveway or Alley,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,460,Driveway Access/Driveway Access Related,0,Not a Cyclist
6,California,60539,0,1,5,Pedestrian,58,58 Years,1,Male,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60540,0,1,5,Pedestrian,18,18 Years,1,Male,1,Yes,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,3,Southbound,7,Not a Cyclist,2,Eastbound,3,Straight through,1,Nearside,1a,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s left",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60550,0,1,5,Pedestrian,51,51 Years,2,Female,0,None Noted,0,None Noted,0,None Noted,910,Crossing an Expressway,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,910,Crossing Expressway,0,Not a Cyclist
6,California,60556,0,1,5,Pedestrian,55,55 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,410,Walking/Running Along Roadway With Traffic - From Behind,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,400,Walking/Running Along Roadway,0,Not a Cyclist
6,California,60559,0,1,5,Pedestrian,51,51 Years,2,Female,0,None Noted,0,None Noted,0,None Noted,410,Walking/Running Along Roadway With Traffic - From Behind,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,4,Paved Shoulder / Bicycle Lane / Parking Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,400,Walking/Running Along Roadway,0,Not a Cyclist
6,California,60561,0,1,6,Bicyclist,32,32 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,0,Not a Pedestrian,239,Motorist Overtaking - Other/ Unknown,7,Not a Pedestrian,3,Not At Intersection,77,Not a Pedestrian,2,Bicycle Lane / Paved Shoulder / Parking Lane,7,Not a Pedestrian,1,With Traffic,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,0,Not a Pedestrian,230,Motorist Overtaking Bicyclist
6,California,60565,0,1,5,Pedestrian,44,44 Years,1,Male,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60576,0,1,5,Pedestrian,64,64 Years,1,Male,0,None Noted,1,Yes,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60578,0,1,5,Pedestrian,70,70 Years,1,Male,0,None Noted,1,Yes,0,None Noted,680,Not At Intersection - Other / Unknown,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,990,Other / Unknown - Insufficient Details,0,Not a Cyclist
6,California,60585,0,1,5,Pedestrian,51,51 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,770,Motorist Failed to Yield,0,Not a Cyclist,2,Intersection-Related,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,3,Southbound,7,Not a Cyclist,2,Eastbound,3,Straight through,2,Farside,4a,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorist’s left",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60594,0,1,5,Pedestrian,20,20 Years,1,Male,1,Yes,1,Yes,1,Yes,760,Pedestrian Failed to Yield,0,Not a Cyclist,1,At Intersection,7,Not a Cyclist,2,Crosswalk Area,7,Not a Cyclist,1,Northbound,7,Not a Cyclist,2,Eastbound,3,Straight through,2,Farside,3b,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorist’s right",750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60603,0,1,5,Pedestrian,59,59 Years,1,Male,0,None Noted,0,None Noted,0,None Noted,760,Pedestrian Failed to Yield,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,3,Travel Lane,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,750,Crossing Roadway - Vehicle Not Turning,0,Not a Cyclist
6,California,60614,0,1,5,Pedestrian,18,18 Years,2,Female,0,None Noted,1,Yes,0,None Noted,680,Not At Intersection - Other / Unknown,0,Not a Cyclist,3,Not At Intersection,7,Not a Cyclist,5,Sidewalk / Shared-Use Path / Driveway Access,7,Not a Cyclist,8,Not Applicable,7,Not a Cyclist,8,Not Applicable,8,Not Applicable,8,Not Applicable,8,Not Applicable,990,Other / Unknown - Insufficient Details,0,Not a Cyclist
6,California,60615,0,1,6,Bicyclist,31,31 Years,1,Male,0,None Noted,1,Yes,0,None Noted,0,Not a Pedestrian,318,Bicyclist Ride Out - Other Midblock,7,Not a Pedestrian,3,Not At Intersection,77,Not a Pedestrian,1,Travel Lane,7,Not a Pedestrian,3,Not applicable,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,7,Not a Pedestrian,0,Not a Pedestrian,310,Bicyclist Failed to Yield - Midblock
