STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PNUMOCCSNAME,PDAY,PDAYNAME,PMONTH,PMONTHNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PMAKE,PMAKENAME,PMODEL,PMAK_MOD,PBODYTYP,PBODYTYPNAME,PMODYEAR,PMODYEARNAME,PVIN,PVINNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PTRAILERNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PMCARR_ID,PMCARR_IDNAME,PGVWR,PGVWRNAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDERIDE,PUNDERIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PVEH_SC1,PVEH_SC1NAME,PVEH_SC2,PVEH_SC2NAME,PFIRE,PFIRENAME,PDEATHS,PTRLR1VIN,PTRLR1VINNAME,PTRLR2VIN,PTRLR2VINNAME,PTRLR3VIN,PTRLR3VINNAME
5,Arkansas,50007,1,1,1,01,21,21,1,January,15,3:00pm-3:59pm,25,25,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,18,Indiana,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,51,Volvo,890,Volvo Medium/Heavy - COE entry position unknown,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2014,2014,4V4NC9EH8EN1,4V4NC9EH8EN1,4,V,4,N,C,9,E,H,8,E,N,1,1,One Trailing Unit,57,US DOT,260968,260968,57260968,57260968,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units
5,Arkansas,50021,1,1,3,03,24,24,1,January,15,3:00pm-3:59pm,35,35,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,5,Arkansas,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,35,Datsun/Nissan,473,Datsun/Nissan Titan (from 2004-06; see 481 for 2007 on),34,Light Pickup,2005,2005,1N6BA07A95N5,1N6BA07A95N5,1,N,6,B,A,0,7,A,9,5,N,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,1,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
5,Arkansas,50144,2,1,0,None,30,30,4,April,3,3:00am-3:59am,58,58,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,5,Arkansas,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,881,Ford Medium/Heavy - CBE,61,"Single-unit straight truck or Cab-Chassis (10,000 lbs. < GVWR < or = 19,500 lbs.)",2004,2004,1FDWX37P24EB,1FDWX37P24EB,1,F,D,W,X,3,7,P,2,4,E,B,0,No Trailing Units,88,None,888888888,None,88888888888,None,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",98,Unknown Cargo Body Type,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
5,Arkansas,50168,3,2,0,None,14,14,5,May,1,1:00am-1:59am,12,12,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,5,Arkansas,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,53,Suzuki,402,Suzuki Sidekick/Vitara/ Vitara V6,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2001,2001,JS3TY92V5141,JS3TY92V5141,J,S,3,T,Y,9,2,V,5,1,4,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
5,Arkansas,50240,1,1,0,None,26,26,6,June,19,7:00pm-7:59pm,18,18,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,29,Missouri,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,87,Peterbilt,884,Peterbilt Medium/Heavy - Unknown engine location,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2005,2005,1XP5DB9X65D8,1XP5DB9X65D8,1,X,P,5,D,B,9,X,6,5,D,8,1,One Trailing Unit,57,US DOT,0194858MO,0194858MO,570194858MO,570194858MO,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units
5,Arkansas,50242,1,2,1,01,30,30,7,July,5,5:00am-5:59am,3,3,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,47,Tennessee,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2017,2017,3AKJGLDRXHSJ,3AKJGLDRXHSJ,3,A,K,J,G,L,D,R,X,H,S,J,1,One Trailing Unit,57,US DOT,706271TN,706271TN,57706271TN,57706271TN,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,96,No Cargo Body Type,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units
5,Arkansas,50315,3,2,0,None,31,31,7,July,16,4:00pm-4:59pm,48,48,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,5,Arkansas,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,7,Dodge,442,Dodge Caravan/Grand Caravan,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2006,2006,2D4GP44L76R7,2D4GP44L76R7,2,D,4,G,P,4,4,L,7,6,R,7,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,5,Not Towed,14,Parked Motor Vehicle,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
5,Arkansas,50315,4,2,0,None,31,31,7,July,16,4:00pm-4:59pm,48,48,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,41,Oregon,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,442,Toyota Sienna,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2015,2015,5TDDK3DC0FS1,5TDDK3DC0FS1,5,T,D,D,K,3,D,C,0,F,S,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,11,11 Clock Point,4,Functional Damage,5,Not Towed,14,Parked Motor Vehicle,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60016,2,1,1,01,6,6,1,January,5,5:00am-5:59am,40,40,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,87,Peterbilt,884,Peterbilt Medium/Heavy - Unknown engine location,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2009,2009,1XPHD49X39D7,1XPHD49X39D7,1,X,P,H,D,4,9,X,3,9,D,7,1,One Trailing Unit,57,US DOT,2404616,2404616,572404616,572404616,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,1TKH04522KM0,1TKH04522KM0,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60042,2,1,1,01,23,23,1,January,7,7:00am-7:59am,32,32,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,401,Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",1997,1997,1FMCU22X5VUD,1FMCU22X5VUD,1,F,M,C,U,2,2,X,5,V,U,D,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60094,1,1,0,None,16,16,1,January,3,3:00am-3:59am,15,15,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",1998,1998,1FUPCSZB4WP9,1FUPCSZB4WP9,1,F,U,P,C,S,Z,B,4,W,P,9,1,One Trailing Unit,57,US DOT,1967556,1967556,571967556,571967556,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,1JJV532W97L0,1JJV532W97L0,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60103,2,1,1,01,17,17,2,February,17,5:00pm-5:59pm,45,45,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,881,Chevrolet Medium/Heavy - CBE,61,"Single-unit straight truck or Cab-Chassis (10,000 lbs. < GVWR < or = 19,500 lbs.)",2007,2007,1GBJC34647E5,1GBJC34647E5,1,G,B,J,C,3,4,6,4,7,E,5,0,No Trailing Units,88,None,888888888,None,88888888888,None,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,7,7 Clock Point,4,Functional Damage,3,Towed Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60108,2,1,0,None,21,21,2,February,7,7:00am-7:59am,25,25,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,471,Ford Ranger,34,Light Pickup,2000,2000,1FTYR14V8YPA,1FTYR14V8YPA,1,F,T,Y,R,1,4,V,8,Y,P,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,13,Top,2,Minor Damage,3,Towed Not Due to Disabling Damage,8,Pedestrian,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60116,2,1,0,None,9,9,2,February,0,0:00am-0:59am,37,37,18,Other Object (not fixed),0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,98,Other Make,998,Other Make Other (vehicle),97,"Other vehicle type (includes go-cart, fork-lift, city street sweeper dunes/swamp buggy)",2008,2008,KMTWA095T57A,KMTWA095T57A,K,M,T,W,A,0,9,5,T,5,7,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60281,2,1,2,02,13,13,2,February,23,11:00pm-11:59pm,16,16,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,422,Ford Expedition,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",1998,1998,1FMRU176XWLB,1FMRU176XWLB,1,F,M,R,U,1,7,6,X,W,L,B,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,1,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60288,2,1,1,01,29,29,3,March,20,8:00pm-8:59pm,50,50,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,85,Kenworth,884,Kenworth Medium/Heavy - Unknown engine location,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2014,2014,1XKWP4EX6EJ4,1XKWP4EX6EJ4,1,X,K,W,P,4,E,X,6,E,J,4,1,One Trailing Unit,57,US DOT,1354285,1354285,571354285,571354285,3,"26,001 lbs. or more",19,"Truck More Than 10,000 lbs, Cannot Classify",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,1S9JD3134F11,1S9JD3134F11,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60289,2,3,0,None,29,29,1,January,3,3:00am-3:59am,15,15,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,422,Ford Expedition,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",1997,1997,1FMEU17L5VLB,1FMEU17L5VLB,1,F,M,E,U,1,7,L,5,V,L,B,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,3,Towed Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60331,2,1,0,None,4,4,4,April,15,3:00pm-3:59pm,15,15,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,87,Peterbilt,884,Peterbilt Medium/Heavy - Unknown engine location,63,"Single-unit straight truck or Cab-Chassis (GVWR > 26,000 lbs.)",1998,1998,1XPCA98X4WN4,1XPCA98X4WN4,1,X,P,C,A,9,8,X,4,W,N,4,0,No Trailing Units,77,Not Reported,777777777,Not Reported,77777777777,Not Reported,3,"26,001 lbs. or more",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",96,No Cargo Body Type,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60343,3,2,0,None,12,12,3,March,23,11:00pm-11:59pm,2,2,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,37,Honda,441,Honda Odyssey,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2015,2015,5FNRL5H61FB0,5FNRL5H61FB0,5,F,N,R,L,5,H,6,1,F,B,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,4,Functional Damage,3,Towed Not Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60350,2,1,0,None,1,1,1,January,3,3:00am-3:59am,40,40,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,32,Toyota Corolla,4,"4-door sedan, hardtop",2000,2000,1NXBR12E7YZ3,1NXBR12E7YZ3,1,N,X,B,R,1,2,E,7,Y,Z,3,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,61,Left,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60350,3,1,0,None,1,1,1,January,3,3:00am-3:59am,40,40,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,37,Honda,32,Honda Accord,4,"4-door sedan, hardtop",1997,1997,1HGCD5665VA0,1HGCD5665VA0,1,H,G,C,D,5,6,6,5,V,A,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,61,Left,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60361,3,2,1,01,15,15,1,January,17,5:00pm-5:59pm,45,45,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,29,Chevrolet Spark,5,5-door/4-door hatchback,2014,2014,KL8CB6S99EC5,KL8CB6S99EC5,K,L,8,C,B,6,S,9,9,E,C,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,7,7 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60381,3,2,0,None,14,14,1,January,3,3:00am-3:59am,35,35,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,23,GMC,481,"GMC C, K, R, V-series pickup/     Sierra",34,Light Pickup,2016,2016,1GCFC24L9GJ1,1GCFC24L9GJ1,1,G,C,F,C,2,4,L,9,G,J,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60391,2,1,0,None,19,19,1,January,7,7:00am-7:59am,16,16,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,32,Audi,42,Audi A6,6,Station Wagon (excluding van and truck based),2005,2005,WAUDG74FX5N1,WAUDG74FX5N1,W,A,U,D,G,7,4,F,X,5,N,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,61,Left,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
6,California,60391,3,1,0,None,19,19,1,January,7,7:00am-7:59am,16,16,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,6,California,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,37,Honda,32,Honda Accord,4,"4-door sedan, hardtop",2002,2002,1HGCG16592A0,1HGCG16592A0,1,H,G,C,G,1,6,5,9,2,A,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,61,Left,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units
